experiment,dataset,top_1_acc_diff,top_1_acc_improvement,top_3_acc_diff,top_3_acc_improvement,top_5_acc_diff,top_5_acc_improvement,top_10_acc_diff,top_10_acc_improvement,top_15_acc_diff,top_15_acc_improvement
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_1,0.010,0.343,0.038,0.255,0.067,0.201,0.119,0.122,0.075,0.078
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_0.5_rag_few_shot_5,0.008,0.345,0.004,0.289,0.046,0.223,0.098,0.143,0.073,0.080
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_zero_shot,0.000,0.353,0.013,0.280,0.015,0.253,0.055,0.186,0.037,0.115
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_3,0.017,0.336,0.041,0.253,0.026,0.242,0.052,0.189,0.033,0.120
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_1,0.032,0.321,0.025,0.269,0.016,0.253,0.051,0.190,0.032,0.121
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_few_shot_5,0.045,0.308,0.043,0.250,0.024,0.244,0.065,0.176,0.041,0.112
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag,0.000,0.353,0.006,0.287,0.005,0.263,0.056,0.185,0.039,0.113
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_3,0.018,0.335,0.009,0.284,0.014,0.255,0.071,0.170,0.040,0.112
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_1,0.018,0.335,0.009,0.284,0.024,0.245,0.072,0.168,0.053,0.099
gpt-3.5-turbo-0125_1.0_rag_few_shot_1,gpt-4-0125-preview_1.0_rag_few_shot_5,0.017,0.336,0.011,0.282,0.024,0.244,0.084,0.157,0.052,0.100
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.241,0.092,0.003,0.143,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.121,0.213,0.002,0.144,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.241,0.092,0.037,0.109,0.000,0.086,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.260,0.073,0.027,0.119,0.000,0.086,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.193,0.140,0.029,0.117,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.131,0.202,0.026,0.120,0.001,0.086,0.001,0.036,0.001,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.176,0.157,0.048,0.098,0.021,0.066,0.009,0.028,0.006,0.015
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.241,0.092,0.002,0.144,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.228,0.106,0.028,0.118,0.011,0.076,0.005,0.033,0.003,0.018
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.241,0.092,0.007,0.139,0.004,0.083,0.002,0.035,0.001,0.019
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.241,0.092,0.001,0.145,0.001,0.086,0.001,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.203,0.130,0.025,0.121,0.000,0.086,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.226,0.108,0.001,0.145,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.193,0.140,0.025,0.121,0.008,0.079,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag,0.241,0.092,0.006,0.140,0.003,0.084,0.001,0.036,0.001,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_3,0.252,0.082,0.002,0.144,0.004,0.083,0.002,0.036,0.001,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_1,0.262,0.071,0.007,0.139,0.004,0.082,0.002,0.036,0.001,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_5,0.241,0.092,0.017,0.130,0.003,0.083,0.002,0.035,0.001,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_zero_shot,0.217,0.116,0.001,0.145,0.001,0.086,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_3,0.241,0.092,0.014,0.133,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_1,0.226,0.108,0.002,0.144,0.000,0.087,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_5,0.252,0.082,0.025,0.121,0.007,0.079,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag,0.241,0.092,0.004,0.142,0.001,0.086,0.000,0.037,0.000,0.021
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_3,0.217,0.116,0.012,0.135,0.002,0.084,0.001,0.037,0.000,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_1,0.241,0.092,0.002,0.144,0.003,0.083,0.001,0.036,0.001,0.020
gpt-3.5-turbo-0125_0.5_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_5,0.252,0.082,0.003,0.143,0.002,0.084,0.001,0.036,0.001,0.020
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.170,0.162,0.057,0.048,0.034,0.026,0.017,0.009,0.011,0.003
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.034,0.298,0.011,0.094,0.007,0.053,0.003,0.022,0.002,0.012
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.068,0.264,0.023,0.082,0.014,0.046,0.007,0.019,0.005,0.010
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_3,0.034,0.298,0.011,0.094,0.007,0.053,0.003,0.022,0.002,0.012
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_1,0.170,0.162,0.057,0.048,0.034,0.026,0.017,0.009,0.011,0.003
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_5,0.102,0.230,0.034,0.071,0.020,0.039,0.010,0.015,0.007,0.007
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_zero_shot,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_3,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_1,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_5,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_3,0.000,0.332,0.000,0.105,0.000,0.060,0.000,0.026,0.000,0.014
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_1,0.034,0.298,0.011,0.094,0.007,0.053,0.003,0.022,0.002,0.012
gpt-3.5-turbo-0125_0.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_5,0.034,0.298,0.011,0.094,0.007,0.053,0.003,0.022,0.002,0.012
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_zero_shot,0.139,0.257,0.054,0.270,0.048,0.255,0.036,0.207,0.019,0.125
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_0.5_few_shot_1,0.129,0.266,0.057,0.266,0.042,0.261,0.019,0.225,0.013,0.131
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_zero_shot,0.176,0.219,0.088,0.235,0.068,0.235,0.057,0.187,0.028,0.115
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_3,0.087,0.308,0.044,0.280,0.028,0.274,0.018,0.226,0.014,0.130
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_1,0.130,0.265,0.056,0.267,0.033,0.269,0.009,0.235,0.009,0.135
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_few_shot_5,0.071,0.325,0.040,0.283,0.026,0.276,0.014,0.230,0.012,0.131
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.079,0.317,0.062,0.261,0.087,0.215,0.125,0.119,0.079,0.065
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.0_few_shot_5,0.077,0.318,0.033,0.290,0.024,0.279,0.001,0.243,0.009,0.134
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag,0.050,0.345,0.032,0.291,0.030,0.273,0.069,0.174,0.028,0.116
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.0_rag_few_shot_1,0.030,0.365,0.019,0.304,0.044,0.259,0.119,0.125,0.067,0.077
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_zero_shot,0.063,0.332,0.025,0.298,0.016,0.287,0.005,0.238,0.007,0.136
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_3,0.054,0.341,0.039,0.285,0.025,0.278,0.007,0.237,0.007,0.136
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_1,0.037,0.358,0.017,0.306,0.020,0.283,0.004,0.240,0.008,0.135
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_few_shot_5,0.064,0.331,0.011,0.312,0.015,0.288,0.004,0.239,0.007,0.136
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag,0.040,0.355,0.009,0.314,0.015,0.287,0.051,0.193,0.010,0.133
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_3,0.020,0.375,0.028,0.295,0.060,0.242,0.091,0.153,0.037,0.106
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_1,0.030,0.365,0.031,0.292,0.079,0.224,0.117,0.127,0.053,0.090
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_0.5_rag_few_shot_5,0.020,0.375,0.010,0.313,0.030,0.273,0.075,0.169,0.049,0.095
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_zero_shot,0.038,0.357,0.011,0.312,0.010,0.292,0.001,0.243,0.006,0.137
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_3,0.053,0.342,0.028,0.295,0.020,0.282,0.001,0.243,0.008,0.135
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_1,0.065,0.330,0.030,0.293,0.019,0.284,0.004,0.240,0.008,0.135
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_few_shot_5,0.051,0.344,0.028,0.296,0.017,0.285,0.016,0.228,0.007,0.137
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag,0.020,0.375,0.015,0.308,0.024,0.279,0.015,0.229,0.004,0.139
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_3,0.040,0.355,0.013,0.310,0.010,0.293,0.046,0.197,0.018,0.126
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_1,0.030,0.365,0.021,0.303,0.051,0.252,0.072,0.172,0.025,0.118
gpt-3.5-turbo-0125_1.0_rag_few_shot_5,gpt-4-0125-preview_1.0_rag_few_shot_5,0.000,0.395,0.018,0.305,0.044,0.259,0.059,0.184,0.024,0.119
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_0.5_zero_shot,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_0.5_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_1.0_zero_shot,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.0_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.0_rag,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.0_rag_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_zero_shot,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_rag,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_rag_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_rag_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_0.5_rag_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_zero_shot,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_rag,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_rag_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_rag_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.5_zero_shot_0,gpt-4-0125-preview_1.0_rag_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.000,0.003,-0.001
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_0.5_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_0.5_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.0_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.0_rag,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.0_rag_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_rag,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_rag_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_rag_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_0.5_rag_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_zero_shot,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_rag,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_rag_few_shot_3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_rag_few_shot_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_0.0_zero_shot_0,gpt-4-0125-preview_1.0_rag_few_shot_5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_0.5_zero_shot,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_0.5_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_zero_shot,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-3.5-turbo-0125_1.0_rag_few_shot_3,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-4-0125-preview_0.0_few_shot_5,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-4-0125-preview_0.0_rag,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
gpt-3.5-turbo-0125_1.0_zero_shot_0,gpt-4-0125-preview_0.0_rag_few_shot_1,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.002,0.001,0.001
